"scientific_name","fall_winter","spring_summer","season"
"Argentina sialis",62.0654932244127,23.4783755111587,"fall_winter"
"Aristostomias scintillans",11.0062318260588,10.0959338744902,"fall_winter"
"Bathophilus flemingi",2.06802301587302,4.84803877015873,"spring_summer"
"Bathylagoides wesethi",144.48195122381,649.81458518381,"spring_summer"
"Bathylagus pacificus",23.0958075560794,10.8777990466508,"fall_winter"
"Brosmophycis marginata",0.97956319047619,10.2374328284127,"spring_summer"
"Ceratoscopelus townsendi",180.495198424873,426.124088410127,"spring_summer"
"Chauliodus macouni",46.5998838473492,60.3464832293175,"spring_summer"
"Chromis punctipinnis",5.15135498063492,40.2728774396032,"spring_summer"
"Cololabis saira",9.35562082647619,11.771510846,"spring_summer"
"Diogenichthys atlanticus",239.829492732365,185.440308872524,"fall_winter"
"Diogenichthys laternatus",41.5623154902424,10.584872937303,"fall_winter"
"Electrona risso",9.93246962962963,8.22741476055556,"fall_winter"
"Embassichthys bathybius",0.19940446031746,0,"fall_winter"
"Engraulis mordax",15029.3973688779,16912.4273666537,"spring_summer"
"Girella nigricans",0.269047619047619,2.20655881295238,"spring_summer"
"Glyptocephalus zachirus",0.0634920634920635,5.73726397715873,"spring_summer"
"Hemilepidotus spinosus",0.207460317460317,0,"fall_winter"
"Hippoglossina stomata",5.10050882468627,4.47131960456863,"fall_winter"
"Hypsypops rubicundus",0,2.75248262288889,"spring_summer"
"Icichthys lockingtoni",23.3880858384762,51.6422382659365,"spring_summer"
"Idiacanthus antrostomus",76.3107025989841,81.2913466488572,"spring_summer"
"Lampadena urophaos",3.10236539060317,17.1272473274603,"spring_summer"
"Leuroglossus stilbius",2791.31529302489,1831.90059347446,"fall_winter"
"Lipolagus ochotensis",678.127072484111,455.504011382222,"fall_winter"
"Loweina rara",3.23164443396226,2.04241011035849,"fall_winter"
"Lyopsetta exilis",21.3273855838889,65.1091812467619,"spring_summer"
"Medialuna californiensis",0.119365079365079,4.21746095165079,"spring_summer"
"Merluccius productus",11114.7261098451,1259.37111615464,"fall_winter"
"Microstomus pacificus",2.16786150152381,19.8911476492698,"spring_summer"
"Nansenia candida",2.7165416261746,32.5292571437619,"spring_summer"
"Nansenia crassa",0.953765950793651,1.17674603174603,"spring_summer"
"Notolychnus valdiviae",6.76899823529412,9.67542583531372,"spring_summer"
"Notoscopelus resplendens",4.70728647619048,21.6756979414921,"spring_summer"
"Ophiodon elongatus",1.31836552380952,0.547714625555556,"fall_winter"
"Oxylebius pictus",4.64212952776191,4.27041150060317,"fall_winter"
"Paralichthys californicus",16.9238759012064,22.7971525060159,"spring_summer"
"Parophrys vetulus",26.2545919711111,42.5650439839524,"spring_summer"
"Peprilus simillimus",8.0806182358254,13.1339936592222,"spring_summer"
"Pleuronichthys coenosus",2.39794050949206,5.43144292939683,"spring_summer"
"Pleuronichthys decurrens",2.4824709884127,1.85937120634921,"fall_winter"
"Pleuronichthys verticalis",12.9432257527619,28.5788365808095,"spring_summer"
"Protomyctophum crockeri",422.527480155714,348.600737878841,"fall_winter"
"Psettichthys melanostictus",0.0550793650793651,0.427936507936508,"spring_summer"
"Pseudobathylagus milleri",4.79624380835849,2.79596787230189,"fall_winter"
"Sardinops sagax",391.178194495159,3361.94994798592,"spring_summer"
"Scomber japonicus",8.2384819047619,238.61574882819,"spring_summer"
"Scorpaenichthys marmoratus",9.4356948422963,3.30604832777778,"fall_winter"
"Sebastes aurora",13.6962504211111,25.0231564928889,"spring_summer"
"Sebastes diploproa",40.3608123645238,42.6123953095397,"spring_summer"
"Sebastes goodei",21.5638420807937,2.34355744042857,"fall_winter"
"Sebastes jordani",647.078272400936,140.742968440016,"fall_winter"
"Sebastes levis",9.64870832431746,4.48218725673016,"fall_winter"
"Sebastes paucispinis",154.640530589317,35.7662720540159,"fall_winter"
"Seriola lalandi",0,2.42392330095238,"spring_summer"
"Sphyraena argentea",1.0460219047619,31.3535127400794,"spring_summer"
"Stenobrachius leucopsarus",1628.95287146167,1649.06363815784,"spring_summer"
"Stomias atriventer",41.7848648158254,29.9063642262857,"fall_winter"
"Symbolophorus californiensis",158.320111688365,294.181002200921,"spring_summer"
"Symbolophorus evermanni",0,0.245873015873016,"spring_summer"
"Symphurus atricaudus",6.46743863908333,14.94074267665,"spring_summer"
"Tactostoma macropus",1.73080787301587,21.1139445098413,"spring_summer"
"Tarletonbeania crenularis",81.4987226112222,149.659393407064,"spring_summer"
"Tetragonurus cuvieri",48.714047511,48.1711737589365,"fall_winter"
"Trachurus symmetricus",140.805792116667,835.269162241349,"spring_summer"
"Triphoturus mexicanus",126.786362020952,914.19093320146,"spring_summer"
